N,DN,Y,N,N,Y,DN,N,H,N,N,Y,N,alone,0,N
N,Y,Y,Y,Y,Y,DN,N,H,Y,N,Y,N,alone,0,N
Y,Y,Y,N,Y,Y,Y,Y,T,Y,N,Y,N,friends,10,N
N,DN,N,N,N,DNS,DN,Y,H,N,N,Y,N,friends,8,N
N,DN,Y,N,N,Y,DN,N,H,N,N,Y,N,alone,0,N
Y,Y,Y,N,N,Y,DN,Y,H,N,N,Y,N,alone,0,N
Y,DN,Y,N,N,Y,DN,N,H,N,N,Y,N,friends,0,N
Y,Y,Y,N,Y,Y,Y,Y,H,Y,N,Y,N,friends,0,N
Y,DN,N,N,N,Y,DN,Y,H,N,N,Y,N,date,0,N
Y,DN,N,N,N,N,DN,Y,H,N,N,Y,N,alone,0,N
Y,DN,N,N,N,Y,DN,Y,H,N,N,Y,N,alone,0,N
Y,Y,Y,Y,Y,Y,Y,Y,H,Y,N,Y,N,alone,0,N
Y,Y,Y,N,N,Y,Y,Y,H,N,N,Y,N,alone,0,N
Y,Y,Y,N,Y,Y,Y,Y,H,Y,N,Y,N,alone,0,N
Y,Y,Y,N,Y,Y,Y,Y,H,Y,N,Y,N,alone,0,N
Y,Y,Y,N,N,Y,Y,Y,T,N,N,Y,N,friends,10 ,N
N,DN,Y,N,N,Y,DN,N,H,N,N,Y,N,alone,0,N
Y,DN,Y,N,N,Y,Y,N,H,N,N,Y,N,alone,0,N
Y,DN,Y,N,Y,Y,Y,Y,H,Y,N,Y,N,alone,0,N
Y,Y,Y,N,N,Y,DN,N,T,N,N,Y,N,10 ,0,N
Y,Y,Y,N,Y,Y,Y,Y,T,Y,N,Y,N,10 ,0,N
Y,Y,Y,N,Y,Y,Y,Y,H,Y,N,Y,N,friends,0,N
N,DN,Y,N,N,Y,DN,N,H,N,N,Y,N,alone,0,N
Y,Y,Y,N,N,DNS,DN,N,H,N,N,Y,N,alone,0,N
Y,Y,Y,N,N,Y,DN,Y,H,N,N,Y,N,alone,0,N
N,DN,Y,N,N,DNS,DN,N,H,N,N,Y,N,alone,0,N
N,Y,Y,N,Y,Y,DN,N,H,Y,N,Y,N,friends,0,N
Y,DN,Y,N,N,Y,DN,N,H,N,N,Y,N,alone,0,N
Y,Y,Y,N,N,DNS,DN,N,H,N,N,Y,N,alone,0,N
Y,Y,Y,N,N,DNS,Y,Y,H,N,N,Y,N,alone,0,N
